UnitKey,month,uProd,pProd,pRate,Status,UnitTerminationDate
4585,165,28718,2941,0.10 ,1,NULL
4587,165,293778,9376,0.03 ,1,NULL
4609,165,105815,7103,0.07 ,1,NULL
4618,165,82776,14057,0.17 ,1,NULL
4624,165,26275,8947,0.34 ,1,NULL
4625,165,33835,8048,0.24 ,1,NULL
4631,165,175056,8608,0.05 ,1,NULL
4640,165,80418,7658,0.10 ,1,NULL
4645,165,89672,6979,0.08 ,1,NULL
4647,165,77030,12282,0.16 ,1,NULL
4649,164,46756,8333,0.18 ,1,NULL
4655,164,178134,7203,0.04 ,1,NULL
4666,164,74350,13667,0.18 ,1,NULL
4668,164,280640,12692,0.05 ,1,NULL
4669,164,349380,7027,0.02 ,1,NULL
4672,164,108464,6972,0.06 ,1,NULL
4674,164,491346,14603,0.03 ,1,NULL
4677,164,79150,7407,0.09 ,1,NULL
4679,164,253403,26778,0.11 ,1,NULL
4704,157,57374,8167,0.14 ,1,NULL
4714,157,73812,4714,0.06 ,1,NULL
4716,157,124816,8284,0.07 ,1,NULL
4723,157,70695,19886,0.28 ,1,NULL
4729,157,154373,8917,0.06 ,1,NULL
4730,157,77357,8564,0.11 ,1,NULL
4738,157,107236,6985,0.07 ,1,NULL
4740,157,85358,11951,0.14 ,1,NULL
4751,157,24122,7313,0.30 ,1,NULL
4756,157,37393,2881,0.08 ,1,NULL
4763,157,472769,6894,0.01 ,1,NULL
4768,157,110778,7530,0.07 ,1,NULL
4772,157,128421,7847,0.06 ,1,NULL
4774,157,57081,4819,0.08 ,1,NULL
4800,157,91727,7212,0.08 ,1,NULL
4801,157,170115,6763,0.04 ,1,NULL
4812,157,289027,9226,0.03 ,1,NULL
4826,157,33400,5178,0.16 ,1,NULL
4836,157,112598,8396,0.07 ,1,NULL
4843,157,208741,9700,0.05 ,1,NULL
4844,157,256147,18590,0.07 ,1,NULL
4850,157,125923,9130,0.07 ,1,NULL
4864,157,70015,6515,0.09 ,1,NULL
4868,157,94828,6589,0.07 ,1,NULL
4871,157,106235,11678,0.11 ,1,NULL
4877,157,54046,4729,0.09 ,1,NULL
4882,157,59752,8826,0.15 ,1,NULL
4895,157,49325,13349,0.27 ,1,NULL
4903,157,145930,7060,0.05 ,1,NULL
4904,157,84673,16078,0.19 ,1,NULL
4907,157,99798,16009,0.16 ,1,NULL
4928,156,52399,3782,0.07 ,1,NULL
4935,156,210502,8727,0.04 ,1,NULL
4938,156,56035,4339,0.08 ,1,NULL
4950,156,39142,2065,0.05 ,1,NULL
4955,156,44187,2675,0.06 ,1,NULL
4960,156,86985,6879,0.08 ,1,NULL
4962,156,70074,22358,0.32 ,1,NULL
4965,156,32966,2978,0.09 ,1,NULL
4967,156,190146,11038,0.06 ,1,NULL
4986,156,161051,13695,0.09 ,1,NULL
4989,156,41800,7524,0.18 ,1,NULL
4994,156,72607,15799,0.22 ,1,NULL
5022,156,277002,13277,0.05 ,1,NULL
5038,156,95934,4893,0.05 ,1,NULL
5049,156,67847,13068,0.19 ,1,NULL
5050,156,100624,8957,0.09 ,1,NULL
5076,156,68412,6953,0.10 ,1,NULL
5078,156,57130,5277,0.09 ,1,NULL
5081,156,188677,7917,0.04 ,1,NULL
5096,156,86371,10397,0.12 ,1,NULL
5103,156,46842,9979,0.21 ,1,NULL
5115,156,47518,3044,0.06 ,1,NULL
5134,156,242730,11066,0.05 ,1,NULL
5137,156,130442,13297,0.10 ,1,NULL
5169,156,35315,7299,0.21 ,1,NULL
5184,156,111250,7112,0.06 ,1,NULL
5185,156,55909,4622,0.08 ,1,NULL
5186,156,43069,9940,0.23 ,1,NULL
5188,156,335972,9052,0.03 ,1,NULL
5199,156,205009,10053,0.05 ,1,NULL
5214,156,83045,13647,0.16 ,1,NULL
5216,156,30749,4575,0.15 ,1,NULL
5219,156,31498,2122,0.07 ,1,NULL
5226,156,88906,9385,0.11 ,1,NULL
5230,156,187768,12394,0.07 ,1,NULL
5231,156,225782,9263,0.04 ,1,NULL
5233,156,95751,9060,0.09 ,1,NULL
5239,156,64688,6651,0.10 ,1,NULL
5242,156,93995,4690,0.05 ,1,NULL
5248,156,31731,2044,0.06 ,1,NULL
5258,156,92753,8497,0.09 ,1,NULL
5265,156,118995,13263,0.11 ,1,NULL
5271,156,82841,15791,0.19 ,1,NULL
5300,156,108479,12316,0.11 ,1,NULL
5305,156,122966,10990,0.09 ,1,NULL
5316,156,99079,15915,0.16 ,1,NULL
5322,156,99052,6988,0.07 ,1,NULL
5324,156,107625,14495,0.13 ,1,NULL
5330,155,184945,7093,0.04 ,1,NULL
5343,155,156803,11078,0.07 ,1,NULL
5351,155,52200,6389,0.12 ,1,NULL
5359,155,26223,4729,0.18 ,1,NULL
5379,155,96263,10928,0.11 ,1,NULL
5399,155,60118,6745,0.11 ,1,NULL
5404,155,172096,13425,0.08 ,1,NULL
5406,155,177745,10266,0.06 ,1,NULL
5424,155,32901,7118,0.22 ,1,NULL
5425,155,46674,10711,0.23 ,1,NULL
5449,155,112377,7344,0.07 ,1,NULL
5452,155,164204,7565,0.05 ,1,NULL
5453,155,84391,8796,0.10 ,1,NULL
5463,155,74868,11456,0.15 ,1,NULL
5479,155,143097,9746,0.07 ,1,NULL
5487,155,89314,12461,0.14 ,1,NULL
5489,155,148910,10848,0.07 ,1,NULL
5505,155,256179,7182,0.03 ,1,NULL
5517,155,239991,8403,0.04 ,1,NULL
5519,155,69203,6624,0.10 ,1,NULL
5522,155,133605,7107,0.05 ,1,NULL
5527,155,130495,6925,0.05 ,1,NULL
5532,155,89669,10915,0.12 ,1,NULL
5538,155,61755,8192,0.13 ,1,NULL
5542,155,36489,5770,0.16 ,1,NULL
5546,155,20061,6017,0.30 ,1,NULL
5557,155,33400,6463,0.19 ,1,NULL
5567,155,108663,9339,0.09 ,1,NULL
5580,155,43426,4152,0.10 ,1,NULL
5584,155,354745,13722,0.04 ,1,NULL
5595,155,134105,7000,0.05 ,1,NULL
5603,155,217680,4661,0.02 ,1,NULL
5605,155,108449,2439,0.02 ,1,NULL
5626,148,74800,13661,0.18 ,1,NULL
5632,148,86548,6432,0.07 ,1,NULL
5633,148,123126,6708,0.05 ,1,NULL
5649,148,126399,4533,0.04 ,1,NULL
5651,148,132310,7594,0.06 ,1,NULL
5656,148,76724,14279,0.19 ,1,NULL
5658,148,77417,8767,0.11 ,1,NULL
5670,148,105282,8643,0.08 ,1,NULL
5680,148,58449,4868,0.08 ,1,NULL
5681,148,293867,13013,0.04 ,1,NULL
5689,148,48806,2086,0.04 ,1,NULL
5700,148,124401,8624,0.07 ,1,NULL
5713,148,104792,4718,0.05 ,1,NULL
5718,148,94198,4441,0.05 ,1,NULL
5719,148,98524,8844,0.09 ,1,NULL
5755,148,60434,8405,0.14 ,1,NULL
5759,148,55222,2439,0.04 ,1,NULL
5762,148,80328,11758,0.15 ,1,NULL
5768,148,100049,6624,0.07 ,1,NULL
5773,148,102906,19818,0.19 ,1,NULL
5782,148,66014,9320,0.14 ,1,NULL
5787,148,173573,11037,0.06 ,1,NULL
5792,148,97410,11201,0.11 ,1,NULL
5798,148,104966,9214,0.09 ,1,NULL
5815,148,57362,4588,0.08 ,1,NULL
5816,148,260757,20999,0.08 ,1,NULL
5829,148,303242,10240,0.03 ,1,NULL
5837,148,124101,9004,0.07 ,1,NULL
5844,147,146457,8684,0.06 ,1,NULL
5846,147,131849,15892,0.12 ,1,NULL
5848,147,303313,7605,0.03 ,1,NULL
5849,147,110662,9591,0.09 ,1,NULL
5853,147,60962,6699,0.11 ,1,NULL
5884,147,60950,2507,0.04 ,1,NULL
5893,147,167313,11949,0.07 ,1,NULL
5895,147,165655,13387,0.08 ,1,NULL
5896,147,60304,8587,0.14 ,1,NULL
5900,147,47347,2183,0.05 ,1,NULL
5901,147,46856,9103,0.19 ,1,NULL
5905,147,162622,18440,0.11 ,1,NULL
5929,147,106990,10700,0.10 ,1,NULL
5931,147,37188,2158,0.06 ,1,NULL
5934,147,151117,8122,0.05 ,1,NULL
5936,147,93552,6769,0.07 ,1,NULL
5945,147,86662,10560,0.12 ,1,NULL
5950,147,204500,10229,0.05 ,1,NULL
5954,147,100167,7693,0.08 ,1,NULL
5960,147,38536,2144,0.06 ,1,NULL
5963,147,40071,3993,0.10 ,1,NULL
5964,147,72486,6894,0.10 ,1,NULL
5965,147,53299,5528,0.10 ,1,NULL
5966,147,191068,4823,0.03 ,1,NULL
5969,147,113865,7054,0.06 ,1,NULL
5978,147,60951,4963,0.08 ,1,NULL
5980,147,54790,4922,0.09 ,1,NULL
5981,147,93971,9027,0.10 ,1,NULL
5988,147,33053,11957,0.36 ,1,NULL
6013,147,59949,9639,0.16 ,1,NULL
6019,147,228357,9543,0.04 ,1,NULL
6020,147,141250,17888,0.13 ,1,NULL
6022,147,180709,11846,0.07 ,1,NULL
6025,147,68707,4215,0.06 ,1,NULL
6027,147,62933,6967,0.11 ,1,NULL
6030,147,59876,11711,0.20 ,1,NULL
6031,147,111136,10881,0.10 ,1,NULL
6035,147,83213,4883,0.06 ,1,NULL
6038,147,32000,3424,0.11 ,1,NULL
6042,147,75370,6789,0.09 ,1,NULL
6046,147,99436,8893,0.09 ,1,NULL
6052,147,127068,13211,0.10 ,1,NULL
6056,147,90351,4541,0.05 ,1,NULL
6065,147,117914,12504,0.11 ,1,NULL
6073,147,150973,9480,0.06 ,1,NULL
6076,147,159490,7633,0.05 ,1,NULL
6080,147,91333,6892,0.08 ,1,NULL
6081,147,126759,6389,0.05 ,1,NULL
6091,147,216679,9195,0.04 ,1,NULL
6097,147,121720,14159,0.12 ,1,NULL
6101,147,131508,5413,0.04 ,1,NULL
6105,147,108164,4668,0.04 ,1,NULL
6114,147,45797,6591,0.14 ,1,NULL
6124,147,127883,8637,0.07 ,1,NULL
6135,147,83882,7303,0.09 ,1,NULL
6142,146,85580,8229,0.10 ,1,NULL
6145,146,187330,7683,0.04 ,1,NULL
6146,146,65118,14285,0.22 ,1,NULL
6171,146,57895,9018,0.16 ,1,NULL
6176,146,33236,7566,0.23 ,1,NULL
6179,146,53726,7760,0.14 ,1,NULL
6180,146,47588,5082,0.11 ,1,NULL
6188,146,86649,2801,0.03 ,1,NULL
6190,146,127986,12041,0.09 ,1,NULL
6191,146,106053,6923,0.07 ,1,NULL
6197,146,135218,11244,0.08 ,1,NULL
6200,146,86109,7123,0.08 ,1,NULL
6215,146,71759,5230,0.07 ,0,2018/11/30
6217,146,95264,8243,0.09 ,1,NULL
6223,146,69956,11188,0.16 ,1,NULL
6226,146,34250,2073,0.06 ,1,NULL
6228,146,30963,5453,0.18 ,1,NULL
6240,146,92833,7565,0.08 ,1,NULL
6252,146,67446,8206,0.12 ,1,NULL
6262,146,108527,7627,0.07 ,1,NULL
6264,146,240747,14728,0.06 ,1,NULL
6269,146,32929,7055,0.21 ,1,NULL
6278,146,96674,7150,0.07 ,1,NULL
6279,146,127197,6871,0.05 ,1,NULL
6285,146,77059,9938,0.13 ,1,NULL
6288,146,158246,13054,0.08 ,1,NULL
6289,146,62152,5698,0.09 ,1,NULL
6297,146,90670,6163,0.07 ,1,NULL
6300,146,78513,6537,0.08 ,1,NULL
6302,146,192058,21529,0.11 ,1,NULL
6322,145,224162,6778,0.03 ,1,NULL
6334,145,33046,5374,0.16 ,1,NULL
6343,145,73059,20606,0.28 ,1,NULL
6348,145,87253,7414,0.08 ,1,NULL
6375,145,26541,2444,0.09 ,1,NULL
6379,145,82696,8347,0.10 ,1,NULL
6381,145,125203,10600,0.08 ,1,NULL
6398,145,85730,7351,0.09 ,1,NULL
6400,145,121014,14004,0.12 ,1,NULL
6404,145,56184,4513,0.08 ,1,NULL
6408,145,103894,12772,0.12 ,1,NULL
6419,145,85675,7322,0.09 ,1,NULL
6420,145,162202,10104,0.06 ,1,NULL
6425,145,38506,4659,0.12 ,1,NULL
6432,145,85144,6971,0.08 ,1,NULL
6436,145,125313,9966,0.08 ,1,NULL
6437,145,52013,4630,0.09 ,1,NULL
6439,145,84333,6972,0.08 ,1,NULL
6441,145,117643,6727,0.06 ,1,NULL
6447,145,58146,6648,0.11 ,1,NULL
6455,145,83310,11603,0.14 ,1,NULL
6480,145,45266,5357,0.12 ,1,NULL
6484,145,236735,9288,0.04 ,1,NULL
6487,145,186240,7203,0.04 ,1,NULL
6492,145,62239,9982,0.16 ,1,NULL
6494,144,62939,4555,0.07 ,1,NULL
6498,144,177855,9464,0.05 ,1,NULL
6517,144,79472,6585,0.08 ,1,NULL
6518,144,136833,9738,0.07 ,1,NULL
6520,144,86492,13266,0.15 ,1,NULL
6522,144,40102,2476,0.06 ,1,NULL
6545,144,196177,7676,0.04 ,1,NULL
6550,144,124051,12167,0.10 ,1,NULL
6552,144,109469,8673,0.08 ,1,NULL
6559,144,40630,12832,0.32 ,1,NULL
6563,144,122566,6740,0.05 ,1,NULL
6565,144,107423,3505,0.03 ,1,NULL
6571,144,92575,4721,0.05 ,1,NULL
6572,144,41144,5286,0.13 ,1,NULL
6575,144,16647,4127,0.25 ,0,2018/11/30
6578,144,43326,10858,0.25 ,1,NULL
6579,144,33076,2676,0.08 ,1,NULL
6580,144,80007,18454,0.23 ,1,NULL
6581,144,130410,6095,0.05 ,1,NULL
6587,144,125832,6822,0.05 ,1,NULL
6589,144,124825,10153,0.08 ,1,NULL
6594,144,79789,6701,0.08 ,1,NULL
6598,144,33360,2095,0.06 ,1,NULL
6599,144,137525,14571,0.11 ,1,NULL
6606,144,184789,11427,0.06 ,1,NULL
6608,144,192397,11068,0.06 ,1,NULL
6615,144,94157,7206,0.08 ,1,NULL
6619,144,162783,9120,0.06 ,1,NULL
6623,144,35954,2276,0.06 ,1,NULL
6626,144,154539,8156,0.05 ,1,NULL
6630,144,135772,8444,0.06 ,1,NULL
6643,144,61603,4261,0.07 ,1,NULL
6645,144,56976,9624,0.17 ,1,NULL
6647,144,141496,11389,0.08 ,1,NULL
6655,144,98796,8783,0.09 ,1,NULL
6661,144,134105,10357,0.08 ,1,NULL
6695,144,89047,10798,0.12 ,1,NULL
6696,144,113230,8359,0.07 ,1,NULL
6698,144,189722,8406,0.04 ,1,NULL
6700,144,84240,8969,0.11 ,1,NULL
6706,144,168494,6691,0.04 ,1,NULL
6708,144,91030,7380,0.08 ,1,NULL
6710,144,217552,6864,0.03 ,1,NULL
6711,144,37883,7179,0.19 ,1,NULL
6717,144,28433,7604,0.27 ,1,NULL
6721,143,171104,10486,0.06 ,1,NULL
6728,143,128038,11337,0.09 ,1,NULL
6738,143,109723,4593,0.04 ,1,NULL
6741,143,35175,4950,0.14 ,1,NULL
6748,143,42900,4703,0.11 ,1,NULL
6755,143,29312,5376,0.18 ,1,NULL
6757,143,83896,5864,0.07 ,1,NULL
6762,143,96521,14505,0.15 ,1,NULL
6765,143,85289,4526,0.05 ,1,NULL
6766,143,122452,6463,0.05 ,1,NULL
6769,143,8716,6749,0.77 ,0,2018/10/31
6770,143,82487,6736,0.08 ,1,NULL
6772,143,236745,10908,0.05 ,1,NULL
6774,143,105098,8451,0.08 ,1,NULL
6777,143,73900,8585,0.12 ,1,NULL
6779,143,39400,5444,0.14 ,1,NULL
6780,143,36291,3247,0.09 ,1,NULL
6782,143,57680,7346,0.13 ,1,NULL
6783,143,95170,7260,0.08 ,1,NULL
6793,143,111282,6519,0.06 ,1,NULL
6796,143,39414,7257,0.18 ,1,NULL
6797,143,49732,6969,0.14 ,1,NULL
6810,143,90961,6795,0.07 ,1,NULL
6816,143,86988,4360,0.05 ,1,NULL
6817,143,36517,5706,0.16 ,1,NULL
6828,143,34391,0,0.00 ,1,NULL
6832,143,42517,4748,0.11 ,1,NULL
6833,143,120998,8849,0.07 ,1,NULL
6846,143,38810,2042,0.05 ,0,2018/10/31
6848,143,61956,4333,0.07 ,1,NULL
6853,143,81241,15588,0.19 ,1,NULL
6876,143,67433,13852,0.21 ,1,NULL
6880,143,110347,2417,0.02 ,1,NULL
6882,143,117823,7024,0.06 ,1,NULL
6891,143,74503,8148,0.11 ,1,NULL
6910,142,33088,9154,0.28 ,1,NULL
6912,142,68212,17516,0.26 ,1,NULL
6914,142,76426,4361,0.06 ,1,NULL
6916,142,57931,5139,0.09 ,1,NULL
6932,142,80910,8103,0.10 ,1,NULL
6935,142,30507,5173,0.17 ,1,NULL
6938,142,31799,1674,0.05 ,1,NULL
6943,142,154864,10570,0.07 ,1,NULL
6945,142,67056,8947,0.13 ,1,NULL
6947,142,70122,10102,0.14 ,1,NULL
6949,142,210018,6984,0.03 ,1,NULL
6968,142,289721,19988,0.07 ,1,NULL
6976,142,60089,13757,0.23 ,1,NULL
6979,142,73740,6584,0.09 ,1,NULL
6981,142,107118,38389,0.36 ,1,NULL
6982,142,100497,10372,0.10 ,1,NULL
6985,142,133203,8720,0.07 ,1,NULL
6989,142,24486,4433,0.18 ,1,NULL
6994,142,65653,8242,0.13 ,1,NULL
6995,142,278757,6816,0.02 ,1,NULL
7004,142,50408,5571,0.11 ,1,NULL
7007,142,262994,10015,0.04 ,1,NULL
7019,142,268255,9153,0.03 ,1,NULL
7023,142,106262,6822,0.06 ,1,NULL
7026,142,108602,9079,0.08 ,1,NULL
7043,142,42194,7243,0.17 ,1,NULL
7058,142,172705,9278,0.05 ,1,NULL
7062,142,76717,7172,0.09 ,1,NULL
7065,141,127724,4542,0.04 ,1,NULL
7075,141,50446,6816,0.14 ,1,NULL
7080,141,23247,6986,0.30 ,1,NULL
7084,141,117098,8600,0.07 ,1,NULL
7085,141,49637,10807,0.22 ,1,NULL
7088,141,129383,9657,0.07 ,1,NULL
7090,141,81442,5529,0.07 ,1,NULL
7094,141,175609,23447,0.13 ,1,NULL
7100,141,81536,7906,0.10 ,1,NULL
7109,141,73276,9224,0.13 ,1,NULL
7125,141,128783,8659,0.07 ,1,NULL
7126,141,162841,13093,0.08 ,1,NULL
7134,141,66144,14586,0.22 ,1,NULL
7140,141,34903,2910,0.08 ,1,NULL
7141,141,123857,16927,0.14 ,1,NULL
7153,141,37991,5105,0.13 ,1,NULL
7163,141,90401,18158,0.20 ,1,NULL
7165,141,222413,11480,0.05 ,1,NULL
7173,141,214209,12624,0.06 ,1,NULL
7177,140,63350,10891,0.17 ,1,NULL
7180,140,36710,10722,0.29 ,1,NULL
7184,140,67621,0,0.00 ,0,2018/10/31
7196,140,97001,14221,0.15 ,1,NULL
7206,140,60191,7169,0.12 ,1,NULL
7210,140,504515,10899,0.02 ,1,NULL
7212,140,153163,6980,0.05 ,1,NULL
7223,140,88130,6756,0.08 ,1,NULL
7226,140,182912,10045,0.05 ,1,NULL
